,title,content
419,스마트폰에서 장착해서 사용하는 앨리스 카메라,사진은 권력이다 스마트폰에서 장착해서 사용하는 앨리스 카메라 본문 사진정보/카메라 스마트폰에서 장착해서 사용하는 앨리스 카메라 썬도그 2020. 9. 27. 17... 
420,안드로이드 스마트폰 뒷면 탭 활용해 보자.,안드로이드 스마트폰을 사용하시면서 혹시 후면 탭 기능을 사용하고 계시는... 그런데 후면 탭 기능을 활용을 하면 꾀 편하게 안드로이드 스마트폰을 활용할수가... 
421,2020년 스마트폰 판매량과 시장점유율로 본 삼성전자의... ,사진은 권력이다 2020년 스마트폰 판매량과 시장점유율로 본 삼성전자의 어두운 미래 본문 IT/가젯/모바일(휴대폰) 2020년 스마트폰 판매량과 시장점유율로 본... 
422,이 가격 실화? 너무 싸서 놀란 다이소 스마트폰 삼각대,너무 싸서 놀란 다이소 스마트폰 삼각대 본문 사진정보/카메라 이 가격 실화? 너무 싸서 놀란 다이소 스마트폰 삼각대 썬도그 2021. 6. 24. 10:37 반응형 DSLR이 무거워서... 
423,스마트폰 카툭튀를 없애줄 근 미래의 기술 메타렌즈가 다가온다,사진은 권력이다 스마트폰 카툭튀를 없애줄 근 미래의 기술 메타렌즈가 다가온다 본문 사진정보/카메라 스마트폰 카툭튀를 없애줄 근 미래의 기술 메타렌즈가... 
424,인공지능 탑재한 셀리온 온열매트 스마트폰에 사용하기,셀리온 스마트앱을 검색하면 다운로드 할 수 있습니다. 제 경우 아이폰에서 검색해도 나오지 않아서 안드로이드 스마트폰에 다운로드후 설치 했습니다. 참고로... 
425,[스마트폰] 소니 엑스페리아 5 III(Xperia 5 III),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 블랙(Black), 그린(Green)... 글 [스마트폰] 샤오미 포코 M2 리로디드(Poco M2 Reloaded) (0) 2021.04.24... "
426,안드로이드 스마트폰 ADB 설치 없이 웹브라우저에서 사용하기,안드로이드 스마트폰을 사용하시는 분들이라면 ADB 를 이용해 보신분들이 계실거라고 생각합니다. ADB 는 Android Debug Bridge 로 안드로이드 스마트폰에 Terminal 을... 
427,스마트폰 가상화폐 채굴앱 Pi Network 사용후기,이번 포스팅에서는 스마트폰 가상화폐 채굴앱 3종을 설치해보고 느낀점을 알아... 스마트폰에서 아주 간단하게 채굴을 하는 신규 코인들이 많이 있습니다. 물론... 
428,스마트폰과 인스타그램만 있으면 사진작가가 될 수 있어요!,사진은 권력이다 스마트폰과 인스타그램만 있으면 사진작가가 될 수 있어요! 본문 사진정보/사진에관한글 스마트폰과 인스타그램만 있으면 사진작가가 될 수... 
429,스마트폰 사진 동영상 무선 파일전송 편하게 하기 - 샌드애니웨어,"반응형 스마트폰과 윈도우, 맥북 등 다양한 플랫폼에서 무선 파일 전송을 지원하는 샌드애니웨어 앱을 소개합니다. 스마트폰의 다양한 파일들을 컴퓨터로 옮길... "
430,내 손 안의 스마트폰(유튜브 동영상 제작) 강의 - 5강 6강,반응형 강의 개요 강의주제 : 스마트폰으로 유튜브 동영상 제작하기 강의형태... 손안의 스마트폰 유튜브 동영상 제작 수업에는 정말 많은분들이 참여해주시고... 
431,"구형 스마트폰 상단바의 (+) 아이콘은 ""데이터세이버""","※ 삼성전자 스마트폰, 안드로이드 9.0 탑재 단말기는 유심을 빼도 이 아이콘이 나오지 않습니다. ※ 아침님이 알려주셨습니다. 데이터세이버 기능을 켜면 그렇다고..... "
432,스마트폰 갤럭시 통화 중 앱 알람 소리 변경하기,반응형 스마트폰으로 통화 중에 말로 의미전달을 하기 힘들 때는 카카오톡 같은 SNS... 스마트폰의 다양한 차단 옵션으로 원인일 수 있습니다 . 첫 번째는 통화 설정에서... 
433,[스마트폰] 샤오미 레드미 K40 게이밍(Redmi K40 Gaming),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 블랙(Black), 그레이(Gray)... 글 [스마트폰] 샤오미 레드미 20X(Redmi 20X) (0) 2021.05.06 [스마트폰]... "
434,[강연 공지] 스마트폰 동영상 제작 - 대구 현대백화점,강연은 스마트폰을 활용한 콘텐츠 제작 및 편집이며 각기 다른 강좌를 2회 진행합니다. 첫번째 강의 : 스마트폰의 사진을 활용한 재미있는 동영상... 
435,스마트폰이 낳은 신인류 포노사피엔스,"스마트폰이 낳은 신인류 포노사피엔스 댓글 0 생활의 단상/좋은 글·그림 2021. 5. 20. 디지털 문명 , 스마트폰이 낳은 신인류 , 최재붕 , 포노 사피엔스 이제 역사를... "
436,스마트폰으로 구글 Meet 화상회의,구글 Google Meet를 사용하여 화상회의 참여는 컴퓨터(노트북)과 스마트폰 모두 가능합니다. 이번 포스팅은 스마트폰으로 구글 미트를 사용하는 방법입니다.... 
437,삼성 dex samsung Dex 스마트폰 usb케이블 이용하여 PC연결... ,"삼성 덱스 dex samsung Dex PC연결 하여 핸드폰 화면을 컴퓨터 PC화면에 연결, 내 스마트폰 앱을 쓸수 있는 기능으로 스마트폰 USB케이블 이용한 사용법 입니다.... "
438,[스마트폰] 모토로라 모토 G60(Moto G60),(Touchscreen/slate) 스마트폰(Smartphone) 색상 다이나믹 그레이(Dynamic Gray)... 글 [스마트폰] 샤오미 미 믹스 폴드(Mi Mix Fold) (0) 2021.04.06 [스마트폰]... 
439,남양주아동심리상담센터 스마트폰중독 고민이에요,"남양주아동심리상담센터 스마트폰중독 고민이에요 안녕하세요.... 과거에는 중, 고등학생 쯤이 되면 핸드폰을 가지고 있었는데 이제는 스마트폰을 가지게 되는 연령대가... "
440,포항심리치료센터 스마트폰중독 어떻게 하죠?,"포항심리치료센터 스마트폰중독 어떻게 하죠? 요즘은 핸드폰으로 모든 걸 하는... 한창 성장기에 나가서 놀지 않고 집에서 스마트폰을 붙자고 있는 아이를, 공부하지... "
441,갤럭시 삼성 덱스가 아닌 스마트폰 노트북 컴퓨터 윈도우와 연결,"스마트폰 노트북 컴퓨터 윈도우와 연결 (문자, 앱 실행까지 쉽다) 갤럭시 덱스... 윈도우와 안드로이드 스마트폰이 협업하여 스마트폰과 PC 컴퓨터 연동을 보다... "
442,인공지능 탑재한 셀리온 온열매트 스마트폰에 사용하기,셀리온 스마트앱을 검색하면 다운로드 할 수 있습니다. 제 경우 아이폰에서 검색해도 나오지 않아서 안드로이드 스마트폰에 다운로드후 설치 했습니다. 참고로... 
443,[스마트폰] 소니 엑스페리아 5 III(Xperia 5 III),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 블랙(Black), 그린(Green)... 글 [스마트폰] 샤오미 포코 M2 리로디드(Poco M2 Reloaded) (0) 2021.04.24... "
444,안드로이드 스마트폰 ADB 설치 없이 웹브라우저에서 사용하기,안드로이드 스마트폰을 사용하시는 분들이라면 ADB 를 이용해 보신분들이 계실거라고 생각합니다. ADB 는 Android Debug Bridge 로 안드로이드 스마트폰에 Terminal 을... 
445,스마트폰 가상화폐 채굴앱 Pi Network 사용후기,이번 포스팅에서는 스마트폰 가상화폐 채굴앱 3종을 설치해보고 느낀점을 알아... 스마트폰에서 아주 간단하게 채굴을 하는 신규 코인들이 많이 있습니다. 물론... 
446,스마트폰과 인스타그램만 있으면 사진작가가 될 수 있어요!,사진은 권력이다 스마트폰과 인스타그램만 있으면 사진작가가 될 수 있어요! 본문 사진정보/사진에관한글 스마트폰과 인스타그램만 있으면 사진작가가 될 수... 
447,스마트폰 사진 동영상 무선 파일전송 편하게 하기 - 샌드애니웨어,"반응형 스마트폰과 윈도우, 맥북 등 다양한 플랫폼에서 무선 파일 전송을 지원하는 샌드애니웨어 앱을 소개합니다. 스마트폰의 다양한 파일들을 컴퓨터로 옮길... "
448,내 손 안의 스마트폰(유튜브 동영상 제작) 강의 - 5강 6강,반응형 강의 개요 강의주제 : 스마트폰으로 유튜브 동영상 제작하기 강의형태... 손안의 스마트폰 유튜브 동영상 제작 수업에는 정말 많은분들이 참여해주시고... 
449,"구형 스마트폰 상단바의 (+) 아이콘은 ""데이터세이버""","※ 삼성전자 스마트폰, 안드로이드 9.0 탑재 단말기는 유심을 빼도 이 아이콘이 나오지 않습니다. ※ 아침님이 알려주셨습니다. 데이터세이버 기능을 켜면 그렇다고..... "
450,스마트폰 갤럭시 통화 중 앱 알람 소리 변경하기,반응형 스마트폰으로 통화 중에 말로 의미전달을 하기 힘들 때는 카카오톡 같은 SNS... 스마트폰의 다양한 차단 옵션으로 원인일 수 있습니다 . 첫 번째는 통화 설정에서... 
451,[스마트폰] 샤오미 레드미 K40 게이밍(Redmi K40 Gaming),"(Touchscreen/slate) 스마트폰(Smartphone) 색상 블랙(Black), 그레이(Gray)... 글 [스마트폰] 샤오미 레드미 20X(Redmi 20X) (0) 2021.05.06 [스마트폰]... "
452,[강연 공지] 스마트폰 동영상 제작 - 대구 현대백화점,강연은 스마트폰을 활용한 콘텐츠 제작 및 편집이며 각기 다른 강좌를 2회 진행합니다. 첫번째 강의 : 스마트폰의 사진을 활용한 재미있는 동영상... 
453,스마트폰이 낳은 신인류 포노사피엔스,"스마트폰이 낳은 신인류 포노사피엔스 댓글 0 생활의 단상/좋은 글·그림 2021. 5. 20. 디지털 문명 , 스마트폰이 낳은 신인류 , 최재붕 , 포노 사피엔스 이제 역사를... "
454,스마트폰으로 구글 Meet 화상회의,구글 Google Meet를 사용하여 화상회의 참여는 컴퓨터(노트북)과 스마트폰 모두 가능합니다. 이번 포스팅은 스마트폰으로 구글 미트를 사용하는 방법입니다.... 
455,삼성 dex samsung Dex 스마트폰 usb케이블 이용하여 PC연결... ,"삼성 덱스 dex samsung Dex PC연결 하여 핸드폰 화면을 컴퓨터 PC화면에 연결, 내 스마트폰 앱을 쓸수 있는 기능으로 스마트폰 USB케이블 이용한 사용법 입니다.... "
456,[스마트폰] 모토로라 모토 G60(Moto G60),(Touchscreen/slate) 스마트폰(Smartphone) 색상 다이나믹 그레이(Dynamic Gray)... 글 [스마트폰] 샤오미 미 믹스 폴드(Mi Mix Fold) (0) 2021.04.06 [스마트폰]... 
457,남양주아동심리상담센터 스마트폰중독 고민이에요,"남양주아동심리상담센터 스마트폰중독 고민이에요 안녕하세요.... 과거에는 중, 고등학생 쯤이 되면 핸드폰을 가지고 있었는데 이제는 스마트폰을 가지게 되는 연령대가... "
458,포항심리치료센터 스마트폰중독 어떻게 하죠?,"포항심리치료센터 스마트폰중독 어떻게 하죠? 요즘은 핸드폰으로 모든 걸 하는... 한창 성장기에 나가서 놀지 않고 집에서 스마트폰을 붙자고 있는 아이를, 공부하지... "
459,갤럭시 삼성 덱스가 아닌 스마트폰 노트북 컴퓨터 윈도우와 연결,"스마트폰 노트북 컴퓨터 윈도우와 연결 (문자, 앱 실행까지 쉽다) 갤럭시 덱스... 윈도우와 안드로이드 스마트폰이 협업하여 스마트폰과 PC 컴퓨터 연동을 보다... "
460,스마트폰에서 저작권 문제 없는 유튜브 무료 배경음악 구하기,반응형 스마트폰에서 동영상을 촬영하고 스마트폰에서 동영상을 편집하는 분들은 배경음악도 스마트폰에서 구하면 좀 더 간편한 워크플로우를 만들 수... 
461,라이카는 1인치 센서를 사용한 스마트폰 LEITZ PHONE 1를 공개,반응형 라이카(Leica)는 5월 일본에서 공개된 카메라 특화 스마트폰 '아쿠오스 R6(AQUOS R6)'기반의 자체 스마트폰 '라이츠폰1(LEITZ PHONE 1)'를 공개하였습니다.... 
462,스마트폰의 새로운 폼팩터 LG 윙 LG의 날개가 되어줄까?,LG전자에서 9월 14일 새로운 스마트폰을 공개했습니다. 10월 출시 예정이며 지금까지 스마트폰은 항상 바타입 이었지만 이번에 공개된 LG 윙은 바 타입이 아닌 얼핏... 
463,스마트폰에서 이파인(교통민원24) 사용하기,정말 다행스러운점은 그래도 예전보다 스마트폰 앱들이 많이 나와있어서 일부는... 이파인 교통민원24 쓰시고 안드로이드 폰 쓰시는분들은 앱으로 활용하면 좋을... 
464,[스마트폰] 에너자이저 하드케이스 G5(Hard Case G5),(Touchscreen/slate) 스마트폰(Smartphone) 색상 블랙(Black) 크기/무게 167.7 x... 글 [스마트폰] 리얼미 GT 마스터(GT Master) (0) 2021.07.08 스마트폰] 샤오미... 
465,스마트폰 예약문자 보내는 방법,스마트폰에서 예약문자를 보내는 방법에 대해서 찾고 계셨나요? 이번 포스팅에서 아이폰과 안드로이드 스마트폰에서 예약 문자를 보낼수 있는 방법에 대해서 간단하게... 
466,삼성 스마트폰 통화녹음앱(8.0오레오),"16 삼성 스마트폰 통화녹음앱(8.0오레오) (0) 2020.09.15 원스토어앱, 1년 미접속시... 01 스마트폰 기본앱(?)의 undo기능 부실/ 클립보드 보안취약 (0) 2020.08.29... "
467,갤럭시 스마트폰과 아이폰 앱별로 볼륨설정 하는방법,"스마트폰을 이용하면서 영상도 보고, 게임도 하고, 음악도 듣고 정말 다양한 일을... 그래서 이번 포스팅에서는 삼성 갤럭시 스마트폰과 아이폰에서 앱별로 볼륨설정... "
468,갤럭시 스마트 스위치로 스마트폰 데이터 옮기기,그리고 다른 데이터는 갤럭시 스마트폰의 경우 smart switch(스마트 스위치)를 사용하고 있습니다. 이번 갤럭시 S21의 경우 난감 했던게 외장 메모리를 지원하지 않아서... 
469,스마트폰 중독,"[ 이미지 출처 : iNDICA - 돌바늘꽃 ] 스마트폰 중독 기본적으로 스마트폰은 ‘전화기’로부터 발전된 기계, 즉 소통을 위한 도구입니다. 그래서 좀처럼 이것의 중독... "
470,스마트폰을 활용한 유튜브 동영상 제작 1강 강의,반응형 강의 개요 강의주제 : 스마트폰을 활용한 유튜브 동영상 제작 강의... 살펴보기 스마트폰을 활용한 영상 촬영 기법 스마트폰 영상 촬영 구도 소개 영상... 
471,"스마트폰 살균기, 10W 무선충전 되는 아이리버... ",그럼 스마트폰 깨끗하게 써봐요! 자세한 링크 : https://smartstore.naver.com/iriver/products/4966337893 아이리버 멀티 자외선 스마트살균기 무선충전기 IHSP-UV50 : IRIVER [IRIVER]... 
